time,T_waterIn.T,T_gasIn.T,T_gasOut.T,T_waterOut.T,T_gasIn.inlet.m_flow,T_gasOut.inlet.m_flow,T_waterIn.inlet.m_flow,T_waterOut.inlet.m_flow
2155,295.307,400.939,391.884,398.481,1.26554,1.26556,0.083115,0.0831675
2156,295.307,400.983,391.928,398.526,1.26561,1.26563,0.083115,0.0831675
2156,295.307,400.983,391.928,398.526,1.26561,1.26563,0.083115,0.0831675
2160,295.307,401.16,392.103,398.708,1.2659,1.26592,0.083115,0.0831672
2160,295.307,401.16,392.103,398.708,1.2659,1.26592,0.083115,0.0831672
2160,295.307,401.16,392.103,398.708,1.2659,1.26592,0.083115,0.0831672
2160,295.307,401.16,392.103,398.708,1.2659,1.26592,0.083115,0.0831672
2161,295.307,401.2,392.145,398.753,1.26592,1.26593,0.083115,0.0831671
2161,295.307,401.2,392.145,398.753,1.26592,1.26593,0.083115,0.0831671
2165,295.307,401.359,392.312,398.932,1.26597,1.26598,0.083115,0.0831662
2165,295.307,401.359,392.312,398.932,1.26597,1.26598,0.083115,0.0831662
2166,295.307,401.399,392.353,398.976,1.26598,1.266,0.083115,0.083166
2166,295.307,401.399,392.353,398.976,1.26598,1.266,0.083115,0.083166
2170,295.307,401.559,392.519,399.153,1.26603,1.26605,0.083115,0.0831652
2170,295.307,401.559,392.519,399.153,1.26603,1.26605,0.083115,0.0831652
2171,295.307,401.599,392.56,399.197,1.26605,1.26606,0.083115,0.083165
2171,295.307,401.599,392.56,399.197,1.26605,1.26606,0.083115,0.083165
2175,295.307,401.759,392.724,399.37,1.2661,1.26612,0.083115,0.0831643
2175,295.307,401.759,392.724,399.37,1.2661,1.26612,0.083115,0.0831643
2176,295.307,401.799,392.765,399.414,1.26611,1.26613,0.083115,0.0831642
2176,295.307,401.799,392.765,399.414,1.26611,1.26613,0.083115,0.0831642
2180,295.307,401.958,392.927,399.586,1.26616,1.26618,0.083115,0.0831636
2180,295.307,401.958,392.927,399.586,1.26616,1.26618,0.083115,0.0831636
2181,295.307,401.998,392.968,399.628,1.26618,1.26619,0.083115,0.0831634
2181,295.307,401.998,392.968,399.628,1.26618,1.26619,0.083115,0.0831634
2185,295.307,402.158,393.13,399.799,1.26623,1.26625,0.083115,0.0831629
2185,295.307,402.158,393.13,399.799,1.26623,1.26625,0.083115,0.0831629
2186,295.307,402.198,393.17,399.841,1.26624,1.26626,0.083115,0.0831627
2186,295.307,402.198,393.17,399.841,1.26624,1.26626,0.083115,0.0831627
2190,295.307,402.357,393.331,400.01,1.26629,1.26631,0.083115,0.0831623
2190,295.307,402.357,393.331,400.01,1.26629,1.26631,0.083115,0.0831623
2191,295.307,402.397,393.371,400.052,1.26631,1.26632,0.083115,0.0831621
2191,295.307,402.397,393.371,400.052,1.26631,1.26632,0.083115,0.0831621
2195,295.307,402.557,393.532,400.22,1.26636,1.26638,0.083115,0.0831617
2195,295.307,402.557,393.532,400.22,1.26636,1.26638,0.083115,0.0831617
2196,295.307,402.597,393.572,400.262,1.26637,1.26639,0.083115,0.0831616
2196,295.307,402.597,393.572,400.262,1.26637,1.26639,0.083115,0.0831616
2200,295.307,402.757,393.731,400.429,1.26642,1.26644,0.083115,0.0831612
2200,295.307,402.757,393.731,400.429,1.26642,1.26644,0.083115,0.0831612
2200,295.307,402.757,393.731,400.429,1.26642,1.26644,0.083115,0.0831612
